toucher,passer,receiver,shooter,goalie,assister,blocker,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,playType,Period,gameClock,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Date,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Team,teamId,teamImageId,opponent,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,ShotDist,reportId,PsDist,PsDirection,PsCompleted,Chance,xGOT,ShotPlayStyle,BodyPart,Pressure,PlyrsBtwn
J. Oblak,J. Oblak,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,2yt9oajv9dkbju8tgy1g2nmqd,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:63,63,11,13,2,6,6,Pass,1,147,28,28,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,13.7,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:64,64,11,13,3,6,6,Pass,1,155,28,28,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,20.4,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:65,65,11,13,4,6,6,Pass,1,157,28,28,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,15.5,Square,Yes,No,0.00,,Other,None,
N. Molina,N. Molina,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:66,66,11,13,5,6,6,Pass,1,159,28,28,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,13.6,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:67,67,11,13,6,6,6,Pass,1,161,28,28,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,27.8,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:68,68,11,13,7,6,6,Pass,1,165,28,28,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,29.1,Forward,No,No,0.00,,Other,None,
L. Agoumé,L. Agoumé,D. Lukébakio,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,c8mp2wwwyvy930vfjnivg2hre,c8mp2wwwyvy930vfjnivg2hre,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:71,71,12,14,1,7,7,Pass,1,165,6,31,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0019,0.0,null-223,11.6,Forward,Yes,No,0.00,,Other,None,
D. Lukébakio,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:73,73,12,15,3,7,7,TakeOn,1,171,6,31,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
César Azpilicueta,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:74,74,,15,,,,Tackle,1,171,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
D. Lukébakio,D. Lukébakio,L. Badé,,J. Oblak,,,,,,rlgrvvibryod2g92hqc97ii2,5cw4n6kdaa7imeyaiuo2pnq39,5cw4n6kdaa7imeyaiuo2pnq39,2yt9oajv9dkbju8tgy1g2nmqd,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:78,78,13,16,1,7,7,Pass,1,195,1,31,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0451,0.0,null-223,28.8,Square,Yes,Yes,0.00,,Left foot,None,
L. Badé,,,L. Badé,J. Oblak,,,rlgrvvibryod2g92hqc97ii2,5cw4n6kdaa7imeyaiuo2pnq39,,,,rlgrvvibryod2g92hqc97ii2,2yt9oajv9dkbju8tgy1g2nmqd,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:79,79,13,,2,7,7,Miss,1,196,1,31,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.11,0.0000,6.4,null-223,0.0,Square,Yes,No,0.00,Corner,Head,Moderate,2
J. Oblak,J. Oblak,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,2yt9oajv9dkbju8tgy1g2nmqd,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:84,84,14,17,1,8,8,Pass,1,213,11,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,14.4,Forward,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,J. Oblak,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:85,85,14,18,2,8,8,Pass,1,219,11,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,16.3,Square,Yes,No,0.00,,Other,None,
J. Oblak,J. Oblak,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,2yt9oajv9dkbju8tgy1g2nmqd,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:86,86,14,18,3,8,8,Pass,1,222,11,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,17.7,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:87,87,14,18,4,8,8,Pass,1,224,11,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,3.9,Forward,No,No,0.00,,Other,None,
A. Adams,,,,,,,,,,,,6mf11pv0pfvyl9vom1i1pi0yy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:88,88,,18,,,,BlockedPass,1,224,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
J. Oblak,J. Oblak,,,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:92,92,15,19,1,8,8,Pass,1,246,0,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,40.4,Forward,No,No,0.00,,Other,None,
Adrià Pedrosa,Adrià Pedrosa,,,,,,,,,,8rprxly1blrhq9cwhfqoheeax,8rprxly1blrhq9cwhfqoheeax,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:93,93,,19,,,,Pass,1,249,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0000,0.0,null-223,9.2,Forward,No,No,0.00,,Other,None,
Marcos Llorente,Marcos Llorente,J. Alvarez,,,,,,,,9ikkuxd19avliz1khcrm82gyy,amxunh6enoc99r07cp7qt621h,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:95,95,16,20,1,8,8,Pass,1,251,3,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0001,0.0,null-223,20.8,Forward,Yes,No,0.00,,Other,None,
J. Alvarez,J. Alvarez,G. Simeone,,,,,,,,5es43b4a7fv0lkmp63dj439ey,9ikkuxd19avliz1khcrm82gyy,9ikkuxd19avliz1khcrm82gyy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:96,96,16,20,2,8,8,Pass,1,252,3,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0001,0.0,null-223,11.5,Square,Yes,No,0.00,,Other,None,
G. Simeone,G. Simeone,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,5es43b4a7fv0lkmp63dj439ey,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:97,97,16,20,3,8,8,Pass,1,254,3,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,37.0,Forward,No,No,0.00,,Other,None,
Adrià Pedrosa,,,,,,,,,,,,8rprxly1blrhq9cwhfqoheeax,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:98,98,,20,,,,Clearance,1,260,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0000,0.0,null-223,0.0,Forward,Yes,No,0.00,,Other,None,
Kike Salas,,,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:99,99,,20,,,,BallTouch,1,261,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,0,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
N. Molina,N. Molina,A. Griezmann,,,,,,,,716n1970vi9rvw5b4w9qmjfth,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:103,103,17,22,1,8,8,Pass,1,271,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0001,0.0,null-223,9.7,Backward,Yes,No,0.00,,Other,None,
A. Griezmann,A. Griezmann,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,716n1970vi9rvw5b4w9qmjfth,716n1970vi9rvw5b4w9qmjfth,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:104,104,17,23,2,8,8,Pass,1,274,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0003,0.0,null-223,29.9,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,César Azpilicueta,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:105,105,17,24,3,8,8,Pass,1,277,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0010,0.0,null-223,36.7,Square,Yes,No,0.00,,Other,None,
César Azpilicueta,César Azpilicueta,C. Gallagher,,,,,,,,c83h08n0vnjvfgglyefy03h0p,bvw1jgmhfyc896gfi6uj0skwl,bvw1jgmhfyc896gfi6uj0skwl,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:106,106,17,25,4,8,8,Pass,1,282,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0013,0.0,null-223,16.5,Backward,Yes,No,0.00,,Other,None,
C. Gallagher,C. Gallagher,César Azpilicueta,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,c83h08n0vnjvfgglyefy03h0p,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:107,107,17,26,5,8,8,Pass,1,284,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0022,0.0,null-223,16.1,Forward,Yes,No,0.00,,Other,None,
César Azpilicueta,César Azpilicueta,J. Alvarez,,,,,,,,9ikkuxd19avliz1khcrm82gyy,bvw1jgmhfyc896gfi6uj0skwl,bvw1jgmhfyc896gfi6uj0skwl,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:108,108,17,26,6,8,8,Pass,1,285,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0038,0.0,null-223,6.4,Square,Yes,No,0.00,,Other,None,
J. Alvarez,J. Alvarez,C. Gallagher,,,,,,,,c83h08n0vnjvfgglyefy03h0p,9ikkuxd19avliz1khcrm82gyy,9ikkuxd19avliz1khcrm82gyy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:110,110,17,27,7,8,8,Pass,1,288,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0012,0.0,null-223,8.6,Backward,Yes,No,0.00,,Other,None,
C. Gallagher,C. Gallagher,César Azpilicueta,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,c83h08n0vnjvfgglyefy03h0p,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:111,111,17,27,8,8,8,Pass,1,290,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0018,0.0,null-223,8.8,Square,Yes,No,0.00,,Other,None,
César Azpilicueta,César Azpilicueta,J. Alvarez,,,,,,,,9ikkuxd19avliz1khcrm82gyy,bvw1jgmhfyc896gfi6uj0skwl,bvw1jgmhfyc896gfi6uj0skwl,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:112,112,17,27,9,8,8,Pass,1,291,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0016,0.0,null-223,11.1,Square,Yes,No,0.00,,Other,None,
J. Alvarez,J. Alvarez,César Azpilicueta,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,9ikkuxd19avliz1khcrm82gyy,9ikkuxd19avliz1khcrm82gyy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:113,113,17,28,10,8,8,Pass,1,293,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0019,0.0,null-223,16.8,Forward,Yes,No,0.00,,Other,None,
César Azpilicueta,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:114,114,17,28,11,8,8,BallTouch,1,296,25,83,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,0,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
