toucher,passer,receiver,shooter,goalie,assister,blocker,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,playType,Period,gameClock,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Date,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Team,teamId,teamImageId,opponent,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,ShotDist,reportId,PsDist,PsDirection,PsCompleted,Chance,xGOT,ShotPlayStyle,BodyPart,Pressure,PlyrsBtwn
Pablo Barrios,Pablo Barrios,C. Gallagher,,,,,,,,c83h08n0vnjvfgglyefy03h0p,9e7ybe0nsu3byq2tteey3zuy2,9e7ybe0nsu3byq2tteey3zuy2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:984,984,113,229,6,64,64,Pass,1,2806,16,19,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,5.7,Square,Yes,No,0.00,,Other,None,
C. Gallagher,C. Gallagher,G. Simeone,,,,,,,,5es43b4a7fv0lkmp63dj439ey,c83h08n0vnjvfgglyefy03h0p,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:985,985,113,229,7,64,64,Pass,1,2809,16,19,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,16.1,Square,Yes,No,0.00,,Other,None,
G. Simeone,G. Simeone,Marcos Llorente,,,,,,,,amxunh6enoc99r07cp7qt621h,5es43b4a7fv0lkmp63dj439ey,5es43b4a7fv0lkmp63dj439ey,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:986,986,113,229,8,64,64,Pass,1,2810,16,19,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0007,0.0,null-223,38.6,Forward,Yes,No,0.00,,Other,None,
Marcos Llorente,Marcos Llorente,,,,,,,,,,amxunh6enoc99r07cp7qt621h,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:987,987,113,229,9,64,64,Pass,1,2816,16,19,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,2.8,Square,No,No,0.00,,Other,None,
Kike Salas,,,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:988,988,,229,,,,BallTouch,1,2816,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
C. Gallagher,C. Gallagher,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:990,990,114,230,1,64,64,Pass,1,2819,0,19,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,12.8,Square,No,No,0.00,,Other,None,
L. Badé,,,,,,,,,,,,rlgrvvibryod2g92hqc97ii2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:993,993,115,230,1,65,65,Interception,1,2819,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
L. Badé,L. Badé,A. Adams,,,,,,,,6mf11pv0pfvyl9vom1i1pi0yy,rlgrvvibryod2g92hqc97ii2,rlgrvvibryod2g92hqc97ii2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:995,995,115,232,3,65,65,Pass,1,2826,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,21.1,Square,Yes,No,0.00,,Other,None,
A. Adams,A. Adams,D. Sow,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,6mf11pv0pfvyl9vom1i1pi0yy,6mf11pv0pfvyl9vom1i1pi0yy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:996,996,115,232,4,65,65,Pass,1,2827,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,19.8,Square,Yes,No,0.00,,Other,None,
D. Sow,D. Sow,C. Ejuke,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,7cdiijsvnfc7tafy0zkf4uz9,7cdiijsvnfc7tafy0zkf4uz9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:997,997,115,232,5,65,65,Pass,1,2832,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0002,0.0,null-223,18.5,Square,Yes,No,0.00,,Other,None,
C. Ejuke,C. Ejuke,D. Sow,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,6ufkq71qh9wrfyaez5yi94e09,6ufkq71qh9wrfyaez5yi94e09,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:998,998,115,232,6,65,65,Pass,1,2838,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,11.6,Square,Yes,No,0.00,,Other,None,
D. Sow,D. Sow,C. Ejuke,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,7cdiijsvnfc7tafy0zkf4uz9,7cdiijsvnfc7tafy0zkf4uz9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:999,999,115,233,7,65,65,Pass,1,2841,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,7.7,Square,Yes,No,0.00,,Other,None,
C. Ejuke,C. Ejuke,L. Agoumé,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,6ufkq71qh9wrfyaez5yi94e09,6ufkq71qh9wrfyaez5yi94e09,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1000,1000,115,233,8,65,65,Pass,1,2847,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,23.9,Square,Yes,No,0.00,,Other,None,
L. Agoumé,L. Agoumé,José Ángel Carmona,,,,,,,,6jq376l673aizjxxhhos2j52i,c8mp2wwwyvy930vfjnivg2hre,c8mp2wwwyvy930vfjnivg2hre,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1001,1001,115,235,9,65,65,Pass,1,2854,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,12.0,Square,Yes,No,0.00,,Other,None,
José Ángel Carmona,José Ángel Carmona,L. Badé,,,,,,,,rlgrvvibryod2g92hqc97ii2,6jq376l673aizjxxhhos2j52i,6jq376l673aizjxxhhos2j52i,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1002,1002,115,235,10,65,65,Pass,1,2855,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,22.7,Square,Yes,No,0.00,,Other,None,
L. Badé,L. Badé,A. Sambi Lokonga,,,,,,,,375gnysvjk9bvq02ex1lkmynd,rlgrvvibryod2g92hqc97ii2,rlgrvvibryod2g92hqc97ii2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1003,1003,115,236,11,65,65,Pass,1,2858,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,27.9,Square,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,A. Sambi Lokonga,Adrià Pedrosa,,,,,,,,8rprxly1blrhq9cwhfqoheeax,375gnysvjk9bvq02ex1lkmynd,375gnysvjk9bvq02ex1lkmynd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1004,1004,115,237,12,65,65,Pass,1,2861,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0003,0.0,null-223,14.1,Forward,Yes,No,0.00,,Other,None,
Adrià Pedrosa,Adrià Pedrosa,A. Sambi Lokonga,,,,,,,,375gnysvjk9bvq02ex1lkmynd,8rprxly1blrhq9cwhfqoheeax,8rprxly1blrhq9cwhfqoheeax,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1005,1005,115,237,13,65,65,Pass,1,2866,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0003,0.0,null-223,12.0,Backward,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,A. Sambi Lokonga,Kike Salas,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,375gnysvjk9bvq02ex1lkmynd,375gnysvjk9bvq02ex1lkmynd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1006,1006,115,237,14,65,65,Pass,1,2870,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0004,0.0,null-223,12.4,Square,Yes,No,0.00,,Other,None,
Kike Salas,Kike Salas,José Ángel Carmona,,,,,,,,6jq376l673aizjxxhhos2j52i,9nwkxgbl8t933pzu60ye4xxxw,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1007,1007,115,237,15,65,65,Pass,1,2872,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0017,0.0,null-223,45.6,Square,Yes,No,0.00,,Other,None,
José Ángel Carmona,José Ángel Carmona,D. Lukébakio,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,6jq376l673aizjxxhhos2j52i,6jq376l673aizjxxhhos2j52i,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1008,1008,115,238,16,65,65,Pass,1,2878,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0011,0.0,null-223,7.2,Square,Yes,No,0.00,,Other,None,
D. Lukébakio,D. Lukébakio,José Ángel Carmona,,,,,,,,6jq376l673aizjxxhhos2j52i,5cw4n6kdaa7imeyaiuo2pnq39,5cw4n6kdaa7imeyaiuo2pnq39,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1009,1009,115,238,17,65,65,Pass,1,2879,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0019,0.0,null-223,20.8,Forward,Yes,No,0.00,,Other,None,
José Ángel Carmona,José Ángel Carmona,Adrià Pedrosa,,J. Oblak,,,,,,8rprxly1blrhq9cwhfqoheeax,6jq376l673aizjxxhhos2j52i,6jq376l673aizjxxhhos2j52i,2yt9oajv9dkbju8tgy1g2nmqd,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1010,1010,115,238,18,65,65,Pass,1,2881,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0133,0.0,null-223,38.4,Square,Yes,Yes,0.00,,Right foot,None,
Adrià Pedrosa,,,Adrià Pedrosa,J. Oblak,,,8rprxly1blrhq9cwhfqoheeax,6jq376l673aizjxxhhos2j52i,,,,8rprxly1blrhq9cwhfqoheeax,2yt9oajv9dkbju8tgy1g2nmqd,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1011,1011,115,239,19,65,65,Miss,1,2884,65,65,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.03,0.0000,16.2,null-223,0.0,Square,Yes,No,0.00,Open play,Left foot,Moderate,3+
J. Oblak,J. Oblak,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,2yt9oajv9dkbju8tgy1g2nmqd,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1016,1016,116,240,1,66,66,Pass,1,2904,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,21.3,Forward,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1017,1017,116,241,2,66,66,Pass,1,2906,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,19.2,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1018,1018,116,241,3,66,66,Pass,1,2909,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,18.7,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1019,1019,116,242,4,66,66,Pass,1,2914,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,16.7,Square,Yes,No,0.00,,Other,None,
N. Molina,N. Molina,A. Griezmann,,,,,,,,716n1970vi9rvw5b4w9qmjfth,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1020,1020,116,242,5,66,66,Pass,1,2916,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,6.5,Forward,Yes,No,0.00,,Other,None,
A. Griezmann,A. Griezmann,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,716n1970vi9rvw5b4w9qmjfth,716n1970vi9rvw5b4w9qmjfth,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1021,1021,116,242,6,66,66,Pass,1,2918,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,10.1,Backward,Yes,No,0.00,,Other,None,
N. Molina,N. Molina,Pablo Barrios,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1022,1022,116,242,7,66,66,Pass,1,2924,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,9.6,Square,Yes,No,0.00,,Other,None,
Pablo Barrios,Pablo Barrios,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,9e7ybe0nsu3byq2tteey3zuy2,9e7ybe0nsu3byq2tteey3zuy2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1023,1023,116,242,8,66,66,Pass,1,2925,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,10.9,Square,Yes,No,0.00,,Other,None,
N. Molina,N. Molina,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1024,1024,116,242,9,66,66,Pass,1,2929,33,33,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,27.2,Square,Yes,No,0.00,,Other,None,
